respondent_id,field_day,supplier,screener_version,loi_minutes,age_band,gender,region,education,urbanicity,aware,consider,used_12m,b1,b2,b3,b4,b5,b6,b7,b8
R00428,4,Colwyn,v2_12month,6.6,35-54,Female,South,High school or less,Urban,1,1,1,4,5,2,3,5,1,3,4
R00429,8,Colwyn,v2_12month,8.8,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,1,5,4,3,5,4,3,2
R00430,8,Colwyn,v2_12month,5.9,65+,Male,Midwest,High school or less,Urban,1,0,0,4,3,1,5,3,2,5,4
R00431,4,Colwyn,v2_12month,5.5,18-34,Male,Northeast,Some college,Urban,1,0,0,3,4,5,1,4,5,1,2
R00432,8,Colwyn,v2_12month,5.5,35-54,Male,South,High school or less,Suburban,0,0,0,3,2,1,5,2,1,5,4
R00433,4,Colwyn,v2_12month,8.6,18-34,Female,South,Some college,Rural,0,0,0,4,5,2,3,5,1,3,4
R00434,3,Meridian,v2_12month,6.7,65+,Male,South,Some college,Urban,1,1,0,2,1,4,3,3,2,5,4
R00435,7,Colwyn,v2_12month,9.3,18-34,Female,Midwest,Some college,Urban,1,0,0,4,5,1,2,3,4,5,1
R00436,2,Meridian,v1_3month,7.6,35-54,Female,West,Bachelor's or higher,Suburban,0,0,0,3,2,1,5,4,3,2,1
R00437,3,Meridian,v2_12month,8.1,55-64,Male,West,Bachelor's or higher,Urban,1,1,1,5,1,3,4,4,5,2,3
R00438,8,Colwyn,v2_12month,8.0,18-34,Male,South,Some college,Urban,1,0,0,2,1,4,3,1,5,3,2
R00439,3,Meridian,v2_12month,2.7,35-54,Male,West,Bachelor's or higher,Urban,0,0,0,2,3,4,5,3,4,5,1
R00440,6,Colwyn,v2_12month,8.9,35-54,Male,Northeast,Some college,Suburban,1,1,1,1,2,3,4,5,1,2,3
R00441,2,Meridian,v1_3month,6.2,65+,Female,South,Some college,Suburban,1,0,0,4,3,1,5,5,4,2,1
R00442,5,Colwyn,v2_12month,7.6,35-54,Female,West,Bachelor's or higher,Rural,0,0,0,2,3,5,1,1,2,4,5
R00443,5,Colwyn,v2_12month,7.1,18-34,Female,West,Bachelor's or higher,Urban,1,0,0,5,4,3,2,1,5,4,3
R00444,5,Colwyn,v2_12month,5.1,18-34,Male,West,Some college,Urban,0,0,0,5,2,3,4,1,2,3,4
R00445,7,Colwyn,v2_12month,7.1,18-34,Female,Northeast,High school or less,Urban,0,0,0,1,5,3,2,5,4,2,1
R00446,6,Colwyn,v2_12month,8.1,18-34,Male,South,High school or less,Suburban,1,0,0,1,2,4,5,2,3,5,1
R00447,1,Meridian,v1_3month,5.0,65+,Male,South,High school or less,Suburban,1,1,1,5,4,3,2,4,3,2,1
R00448,6,Colwyn,v2_12month,7.4,35-54,Female,South,High school or less,Suburban,1,1,1,4,5,1,2,3,4,5,1
R00449,7,Colwyn,v2_12month,6.6,18-34,Female,South,Some college,Suburban,1,0,0,5,4,2,1,1,5,3,2
R00450,1,Meridian,v1_3month,6.6,55-64,Female,Midwest,High school or less,Suburban,1,1,1,4,3,2,1,3,2,1,5
R00451,8,Colwyn,v2_12month,7.5,35-54,Female,South,Bachelor's or higher,Urban,1,0,0,2,3,5,1,3,4,1,2
R00452,7,Colwyn,v2_12month,5.9,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,2,1,4,3,1,5,3,2
R00453,5,Colwyn,v2_12month,8.5,18-34,Female,South,High school or less,Suburban,1,0,0,1,2,3,4,2,3,4,5
R00454,9,Colwyn,v2_12month,9.2,55-64,Female,Northeast,High school or less,Suburban,0,0,0,5,4,3,2,1,5,4,3
R00455,6,Colwyn,v2_12month,6.9,35-54,Male,South,Some college,Rural,1,0,0,1,2,4,5,5,1,3,4
R00456,4,Colwyn,v2_12month,9.6,55-64,Female,South,High school or less,Urban,1,1,1,1,5,3,2,2,1,4,3
R00457,9,Colwyn,v2_12month,4.9,18-34,Male,Midwest,High school or less,Urban,0,0,0,3,4,5,1,2,3,4,5
R00458,9,Colwyn,v2_12month,9.4,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,1,5,4,3,5,4,3,2
R00459,4,Colwyn,v2_12month,7.6,35-54,Female,South,Some college,Urban,0,0,0,4,5,2,3,5,1,3,4
R00460,9,Colwyn,v2_12month,7.6,18-34,Female,West,Bachelor's or higher,Suburban,0,0,0,2,3,5,1,1,2,4,5
R00461,3,Meridian,v2_12month,8.8,18-34,Male,South,High school or less,Suburban,0,0,0,2,1,5,4,3,2,1,5
R00462,7,Colwyn,v2_12month,7.3,18-34,Female,South,High school or less,Suburban,1,0,0,2,3,4,5,1,2,3,4
R00463,3,Meridian,v2_12month,9.5,55-64,Female,Midwest,Bachelor's or higher,Urban,0,0,0,2,1,4,3,3,2,5,4
R00464,9,Colwyn,v2_12month,9.4,18-34,Female,Northeast,High school or less,Urban,0,0,0,2,3,5,1,3,4,1,2
R00465,2,Meridian,v1_3month,7.0,35-54,Male,West,Bachelor's or higher,Urban,1,1,1,3,2,1,5,2,1,5,4
R00466,4,Colwyn,v2_12month,5.9,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,1,2,3,4,2,3,4,5
R00467,7,Colwyn,v2_12month,7.3,18-34,Female,West,Some college,Urban,1,0,0,2,1,4,3,1,5,3,2
R00468,2,Meridian,v1_3month,2.6,35-54,Female,West,Bachelor's or higher,Rural,1,1,1,4,5,2,3,3,4,1,2
R00469,4,Colwyn,v2_12month,8.0,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,3,2,1,5,4,3,2,1
R00470,2,Meridian,v1_3month,5.7,35-54,Female,South,High school or less,Urban,1,0,0,1,5,3,2,2,1,4,3
R00471,5,Colwyn,v2_12month,4.8,18-34,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00472,9,Colwyn,v2_12month,5.2,65+,Female,South,Some college,Suburban,0,0,0,3,2,1,5,4,3,2,1
R00473,5,Colwyn,v2_12month,8.7,18-34,Male,South,Bachelor's or higher,Urban,1,1,1,1,2,4,5,5,1,3,4
R00474,8,Colwyn,v2_12month,6.7,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,5,4,2,1,4,3,1,5
R00475,6,Colwyn,v2_12month,5.4,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,4,5,1,2,5,1,2,3
R00476,6,Colwyn,v2_12month,7.5,65+,Male,Northeast,Bachelor's or higher,Urban,1,1,0,1,1,1,1,1,1,1,1
R00477,9,Colwyn,v2_12month,9.1,18-34,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,3,4,1,2,4,5,2,3
R00478,2,Meridian,v1_3month,9.0,35-54,Male,Northeast,High school or less,Urban,1,1,1,5,4,2,1,1,5,3,2
R00479,6,Colwyn,v2_12month,9.4,18-34,Female,West,Bachelor's or higher,Rural,0,0,0,1,2,3,4,5,1,2,3
R00480,2,Meridian,v1_3month,4.9,65+,Male,West,Some college,Urban,1,1,0,1,2,3,4,2,3,4,5
R00481,2,Meridian,v1_3month,5.3,65+,Female,South,Bachelor's or higher,Urban,1,0,0,3,2,5,4,2,1,4,3
R00482,8,Colwyn,v2_12month,9.3,35-54,Male,West,Bachelor's or higher,Urban,1,0,0,3,4,1,2,4,5,2,3
R00483,4,Colwyn,v2_12month,7.9,18-34,Female,Northeast,Some college,Rural,0,0,0,1,5,4,3,5,4,3,2
R00484,3,Meridian,v2_12month,5.0,65+,Female,South,Bachelor's or higher,Rural,1,1,1,4,5,1,2,3,4,5,1
R00485,2,Meridian,v1_3month,9.0,35-54,Male,West,Bachelor's or higher,Suburban,1,0,0,2,1,4,3,3,2,5,4
R00486,2,Meridian,v1_3month,7.4,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,4,1,2,2,3,5,1
R00487,6,Colwyn,v2_12month,9.9,35-54,Male,Midwest,Bachelor's or higher,Suburban,1,0,0,3,2,1,5,4,3,2,1
R00488,8,Colwyn,v2_12month,4.8,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,5,1,2,3,1,2,3,4
R00489,4,Colwyn,v2_12month,9.2,35-54,Female,West,Some college,Suburban,1,1,1,2,1,4,3,1,5,3,2
R00490,7,Colwyn,v2_12month,5.2,35-54,Female,South,Some college,Urban,1,0,0,2,1,5,4,3,2,1,5
R00491,2,Meridian,v1_3month,8.7,65+,Male,South,Bachelor's or higher,Urban,1,0,0,4,5,2,3,3,4,1,2
R00492,5,Colwyn,v2_12month,5.9,18-34,Male,Northeast,Some college,Suburban,0,0,0,5,4,2,1,1,5,3,2
R00493,5,Colwyn,v2_12month,7.8,18-34,Female,South,Some college,Rural,0,0,0,3,4,5,1,2,3,4,5
R00494,7,Colwyn,v2_12month,9.3,18-34,Female,Midwest,Bachelor's or higher,Rural,1,0,0,4,3,2,1,3,2,1,5
R00495,4,Colwyn,v2_12month,7.1,55-64,Female,South,Some college,Rural,0,0,0,2,3,5,1,3,4,1,2
R00496,6,Colwyn,v2_12month,5.6,18-34,Female,South,Some college,Suburban,0,0,0,3,2,5,4,2,1,4,3
R00497,3,Meridian,v2_12month,9.3,35-54,Male,South,Some college,Suburban,1,0,0,3,4,5,1,4,5,1,2
R00498,1,Meridian,v1_3month,8.6,35-54,Female,South,Bachelor's or higher,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00499,4,Colwyn,v2_12month,6.9,35-54,Female,South,Some college,Urban,1,1,1,1,2,4,5,5,1,3,4
R00500,6,Colwyn,v2_12month,5.1,18-34,Male,Midwest,High school or less,Urban,1,0,0,5,4,2,1,4,3,1,5
R00501,1,Meridian,v1_3month,6.5,65+,Female,Northeast,Bachelor's or higher,Suburban,0,0,0,4,5,1,3,5,1,2,3
R00502,7,Colwyn,v2_12month,2.1,35-54,Male,Northeast,Bachelor's or higher,Urban,1,1,1,3,2,1,5,2,1,5,4
R00503,6,Colwyn,v2_12month,8.9,35-54,Female,South,High school or less,Suburban,1,1,1,5,1,3,4,1,2,4,5
R00504,3,Meridian,v2_12month,6.0,35-54,Female,South,Some college,Urban,1,0,0,3,2,5,4,4,3,1,5
R00505,9,Colwyn,v2_12month,9.8,18-34,Male,Midwest,High school or less,Suburban,0,0,0,5,1,2,3,4,5,1,2
R00506,7,Colwyn,v2_12month,8.6,18-34,Female,Midwest,Some college,Urban,1,1,1,4,3,2,1,5,4,3,2
R00507,9,Colwyn,v2_12month,5.0,18-34,Male,Midwest,High school or less,Suburban,1,0,0,5,1,3,4,4,5,2,3
R00508,3,Meridian,v2_12month,9.0,18-34,Male,Northeast,High school or less,Suburban,0,0,0,4,3,1,5,3,2,5,4
R00509,9,Colwyn,v2_12month,7.4,18-34,Female,Midwest,High school or less,Urban,0,0,0,2,3,4,5,3,4,5,1
R00510,1,Meridian,v1_3month,7.3,55-64,Male,Northeast,High school or less,Suburban,1,1,1,4,5,2,3,5,1,3,4
R00511,4,Colwyn,v2_12month,8.2,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,3,2,1,5,2,1,5,4
R00512,3,Meridian,v2_12month,6.5,18-34,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,4,5,1,2
R00513,8,Colwyn,v2_12month,5.6,18-34,Male,Northeast,High school or less,Urban,1,1,1,4,3,1,5,3,2,5,4
R00514,5,Colwyn,v2_12month,9.0,35-54,Male,West,High school or less,Urban,1,0,0,5,1,3,4,4,5,2,3
R00515,4,Colwyn,v2_12month,8.5,18-34,Male,West,High school or less,Urban,0,0,0,3,2,1,5,4,3,2,1
R00516,9,Colwyn,v2_12month,5.2,18-34,Male,Northeast,Bachelor's or higher,Suburban,0,0,0,4,5,1,2,3,4,5,1
R00517,7,Colwyn,v2_12month,5.4,18-34,Female,Midwest,High school or less,Suburban,0,0,0,3,2,5,4,4,3,1,5
R00518,9,Colwyn,v2_12month,7.9,35-54,Female,South,High school or less,Suburban,1,0,0,2,3,5,1,3,4,1,2
R00519,3,Meridian,v2_12month,7.4,55-64,Male,West,Bachelor's or higher,Urban,1,1,0,2,1,5,4,1,5,4,3
R00520,6,Colwyn,v2_12month,8.7,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,2,1,5,4,3,2,1,5
R00521,4,Colwyn,v2_12month,5.1,18-34,Male,Northeast,High school or less,Suburban,0,0,0,3,4,1,2,2,3,5,1
R00522,6,Colwyn,v2_12month,6.1,55-64,Female,South,Some college,Suburban,0,0,0,2,1,4,3,3,2,5,4
R00523,9,Colwyn,v2_12month,6.6,35-54,Male,Midwest,High school or less,Urban,1,1,1,2,3,4,5,1,2,3,4
R00524,2,Meridian,v1_3month,8.3,18-34,Female,Midwest,High school or less,Suburban,0,0,0,4,3,2,1,3,2,1,5
R00525,6,Colwyn,v2_12month,9.2,35-54,Male,West,High school or less,Urban,1,0,0,2,3,5,1,3,4,5,2
R00526,4,Colwyn,v2_12month,5.2,35-54,Male,Midwest,High school or less,Urban,1,0,0,2,1,4,3,1,5,3,2
R00527,6,Colwyn,v2_12month,8.8,18-34,Male,West,Some college,Rural,1,1,1,2,3,4,5,3,4,5,1
R00528,5,Colwyn,v2_12month,7.6,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,5,4,3,2,1,5,4,3
R00529,9,Colwyn,v2_12month,5.9,35-54,Female,West,High school or less,Suburban,0,0,0,2,3,5,1,1,2,4,5
R00530,4,Colwyn,v2_12month,6.2,55-64,Male,South,Bachelor's or higher,Suburban,1,1,0,5,1,2,3,1,2,3,4
R00531,9,Colwyn,v2_12month,6.3,35-54,Female,West,Bachelor's or higher,Suburban,1,1,0,3,2,5,4,2,1,4,3
R00532,7,Colwyn,v2_12month,7.7,18-34,Male,West,Some college,Urban,1,0,0,1,2,4,5,2,3,5,1
R00533,4,Colwyn,v2_12month,6.1,35-54,Female,South,Some college,Urban,1,0,0,3,2,1,5,2,1,5,4
R00534,3,Meridian,v2_12month,8.6,35-54,Female,West,Some college,Urban,0,0,0,2,3,4,5,1,2,3,4
R00535,8,Colwyn,v2_12month,8.0,18-34,Female,Midwest,Some college,Rural,0,0,0,3,2,5,4,4,3,1,5
R00536,4,Colwyn,v2_12month,9.5,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,2,3,5,1,1,2,4,5
R00537,4,Colwyn,v2_12month,9.0,35-54,Male,Midwest,High school or less,Urban,1,0,0,1,5,4,3,2,1,5,4
R00538,8,Colwyn,v2_12month,5.2,35-54,Male,South,Bachelor's or higher,Urban,0,0,0,3,4,5,1,4,5,1,2
R00539,1,Meridian,v1_3month,7.8,18-34,Female,Northeast,Bachelor's or higher,Suburban,0,0,0,4,3,1,5,3,2,5,4
R00540,1,Meridian,v1_3month,8.5,35-54,Female,Northeast,Some college,Urban,1,1,1,2,1,4,3,3,2,5,4
R00541,8,Colwyn,v2_12month,9.3,55-64,Female,South,Some college,Urban,1,0,0,1,2,3,4,5,1,2,3
R00542,4,Colwyn,v2_12month,5.6,18-34,Female,West,Some college,Suburban,0,0,0,1,5,4,3,2,1,5,4
R00543,4,Colwyn,v2_12month,9.6,35-54,Female,Northeast,High school or less,Urban,0,0,0,2,3,5,1,1,2,4,5
R00544,2,Meridian,v1_3month,9.5,35-54,Female,West,Bachelor's or higher,Suburban,0,0,0,1,5,3,2,5,4,2,1
R00545,6,Colwyn,v2_12month,6.7,35-54,Female,Midwest,High school or less,Urban,1,0,0,3,3,3,3,3,3,3,3
R00546,6,Colwyn,v2_12month,9.2,35-54,Female,Midwest,High school or less,Suburban,1,1,1,2,1,5,3,1,5,4,3
R00547,5,Colwyn,v2_12month,6.7,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,5,1,3,4,1,2,4,5
R00548,5,Colwyn,v2_12month,8.1,18-34,Male,South,Bachelor's or higher,Suburban,0,0,0,1,5,3,2,2,1,4,3
R00549,9,Colwyn,v2_12month,5.6,35-54,Female,South,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00550,7,Colwyn,v2_12month,9.6,18-34,Female,South,Bachelor's or higher,Urban,0,0,0,1,2,4,5,5,1,3,4
R00551,2,Meridian,v1_3month,6.1,65+,Female,South,Some college,Suburban,1,0,0,3,2,1,5,4,3,2,1
R00552,9,Colwyn,v2_12month,8.8,35-54,Male,West,Some college,Urban,1,1,0,4,5,1,2,3,4,5,1
R00553,7,Colwyn,v2_12month,8.6,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,1,5,3,2,2,1,4,3
R00554,6,Colwyn,v2_12month,8.0,18-34,Male,West,Some college,Urban,1,1,0,3,4,1,2,4,5,2,3
R00555,2,Meridian,v1_3month,2.2,55-64,Female,West,High school or less,Urban,1,1,1,5,4,3,2,4,3,2,1
R00556,7,Colwyn,v2_12month,5.1,18-34,Female,West,Bachelor's or higher,Suburban,1,0,0,4,5,1,2,5,1,2,3
R00557,7,Colwyn,v2_12month,6.6,35-54,Female,South,Bachelor's or higher,Rural,1,0,0,5,4,2,1,4,3,1,5
R00558,8,Colwyn,v2_12month,7.8,18-34,Female,West,Bachelor's or higher,Urban,0,0,0,2,3,5,1,1,2,4,5
R00559,4,Colwyn,v2_12month,6.0,65+,Male,West,Some college,Suburban,1,0,0,1,5,4,3,2,1,5,4
R00560,8,Colwyn,v2_12month,8.8,35-54,Female,Midwest,Some college,Urban,1,1,1,2,1,5,4,1,5,4,3
R00561,9,Colwyn,v2_12month,6.7,35-54,Male,Northeast,Bachelor's or higher,Suburban,1,1,1,5,1,3,4,1,2,4,5
R00562,7,Colwyn,v2_12month,2.1,18-34,Male,West,High school or less,Urban,0,0,0,4,3,1,5,3,2,5,4
R00563,4,Colwyn,v2_12month,5.9,18-34,Male,Northeast,Bachelor's or higher,Urban,0,0,0,4,4,4,4,4,4,4,4
R00564,8,Colwyn,v2_12month,5.7,55-64,Female,South,Some college,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00565,4,Colwyn,v2_12month,8.4,18-34,Male,Northeast,Bachelor's or higher,Urban,0,0,0,4,5,2,3,3,4,1,2
R00566,6,Colwyn,v2_12month,10.0,35-54,Female,South,High school or less,Rural,1,0,0,3,2,5,4,4,3,1,5
R00567,5,Colwyn,v2_12month,7.6,18-34,Female,South,High school or less,Urban,0,0,0,5,1,2,3,4,5,1,2
R00568,4,Colwyn,v2_12month,6.9,18-34,Female,West,Bachelor's or higher,Suburban,1,0,0,2,1,5,4,1,5,4,3
R00569,8,Colwyn,v2_12month,9.1,18-34,Female,Midwest,High school or less,Urban,0,0,0,2,3,5,1,3,4,1,2
R00570,8,Colwyn,v2_12month,5.8,35-54,Male,Midwest,High school or less,Urban,1,0,0,2,3,4,5,1,2,3,4
R00571,5,Colwyn,v2_12month,5.5,35-54,Female,South,Some college,Urban,0,0,0,5,4,2,1,1,5,3,2
R00572,2,Meridian,v1_3month,9.7,35-54,Male,Midwest,High school or less,Urban,1,1,1,2,3,5,1,1,2,4,5
R00573,7,Colwyn,v2_12month,2.4,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,1,5,4,3,2,1,5,4
R00574,9,Colwyn,v2_12month,6.0,35-54,Female,South,Bachelor's or higher,Urban,1,0,0,2,3,4,5,3,4,5,1
R00575,5,Colwyn,v2_12month,9.8,35-54,Male,Midwest,High school or less,Urban,1,0,0,2,1,4,3,1,5,3,2
R00576,8,Colwyn,v2_12month,8.4,35-54,Female,South,Bachelor's or higher,Suburban,1,0,0,2,3,5,1,3,4,1,2
R00577,8,Colwyn,v2_12month,5.5,18-34,Male,West,Some college,Urban,0,0,0,5,4,3,2,4,3,2,1
R00578,8,Colwyn,v2_12month,6.6,18-34,Female,South,High school or less,Urban,0,0,0,5,1,2,3,4,5,1,2
R00579,5,Colwyn,v2_12month,7.5,35-54,Male,Northeast,Bachelor's or higher,Suburban,1,1,0,1,5,3,2,2,1,4,3
R00580,7,Colwyn,v2_12month,1.9,35-54,Male,Midwest,Bachelor's or higher,Suburban,1,0,0,4,3,1,5,3,2,5,4
R00581,3,Meridian,v2_12month,5.0,35-54,Female,West,Bachelor's or higher,Urban,1,1,0,2,3,4,5,3,4,5,1
R00582,3,Meridian,v2_12month,7.8,35-54,Male,West,Bachelor's or higher,Suburban,1,1,1,3,2,1,5,2,1,5,4
R00583,7,Colwyn,v2_12month,8.3,18-34,Female,Midwest,High school or less,Suburban,1,1,1,3,4,1,2,4,5,2,3
R00584,1,Meridian,v1_3month,9.6,55-64,Male,Midwest,Bachelor's or higher,Urban,1,1,1,3,2,5,4,4,3,1,5
R00585,2,Meridian,v1_3month,9.2,18-34,Male,Northeast,Bachelor's or higher,Suburban,0,0,0,4,5,1,2,3,4,5,1
R00586,8,Colwyn,v2_12month,5.5,55-64,Female,Northeast,Some college,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00587,6,Colwyn,v2_12month,7.2,65+,Male,Midwest,Bachelor's or higher,Urban,0,0,0,3,4,1,2,2,3,5,1
R00588,6,Colwyn,v2_12month,7.2,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,5,4,2,1,4,3,1,5
R00589,6,Colwyn,v2_12month,5.1,18-34,Male,West,Some college,Urban,1,0,0,3,4,5,1,4,5,1,2
R00590,8,Colwyn,v2_12month,9.6,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,3,3,3,3,3,3,3
R00591,4,Colwyn,v2_12month,8.0,35-54,Male,Northeast,Bachelor's or higher,Urban,0,0,0,3,2,1,5,2,1,5,4
R00592,7,Colwyn,v2_12month,7.9,18-34,Female,Midwest,High school or less,Urban,1,0,0,5,1,2,3,1,2,3,4
R00593,9,Colwyn,v2_12month,9.4,55-64,Male,West,High school or less,Urban,1,0,0,2,1,4,3,1,5,3,2
R00594,8,Colwyn,v2_12month,9.6,18-34,Female,West,Some college,Urban,1,1,1,2,3,5,1,1,2,4,5
R00595,4,Colwyn,v2_12month,7.4,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,4,3,2,1,5,4,3,2
R00596,6,Colwyn,v2_12month,7.6,18-34,Female,Midwest,High school or less,Urban,1,1,0,1,2,3,4,5,1,2,3
R00597,4,Colwyn,v2_12month,6.8,65+,Female,Midwest,Some college,Urban,0,0,0,2,1,4,3,3,2,5,4
R00598,7,Colwyn,v2_12month,7.7,35-54,Female,South,Bachelor's or higher,Suburban,1,0,0,3,4,1,2,4,5,2,3
R00599,7,Colwyn,v2_12month,6.4,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,1,5,4,3,5,4,3,2
R00600,4,Colwyn,v2_12month,7.0,18-34,Male,South,Some college,Rural,0,0,0,2,3,5,1,3,4,1,2
R00601,9,Colwyn,v2_12month,8.8,18-34,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,4,3,2,1,3,2,1,5
R00602,3,Meridian,v2_12month,8.9,55-64,Male,South,Bachelor's or higher,Suburban,1,0,0,1,2,3,4,2,3,4,5
R00603,5,Colwyn,v2_12month,1.9,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,3,2,5,4,2,1,4,3
R00604,2,Meridian,v1_3month,7.0,65+,Male,Northeast,Bachelor's or higher,Urban,1,1,0,3,4,1,2,2,3,5,1
R00605,3,Meridian,v2_12month,6.5,55-64,Male,Northeast,Bachelor's or higher,Urban,1,0,0,1,5,4,3,2,1,5,4
R00606,7,Colwyn,v2_12month,7.9,18-34,Female,South,Some college,Rural,1,0,0,3,4,5,1,2,3,4,5
R00607,4,Colwyn,v2_12month,2.1,35-54,Male,Northeast,Some college,Suburban,0,0,0,4,3,1,5,5,4,2,1
R00608,7,Colwyn,v2_12month,6.9,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,5,1,3,4,1,2,4,5
R00609,9,Colwyn,v2_12month,7.7,35-54,Female,Northeast,Bachelor's or higher,Suburban,1,0,0,2,1,5,4,1,5,4,3
R00610,6,Colwyn,v2_12month,8.4,65+,Female,South,Some college,Urban,1,0,0,5,4,2,1,4,3,1,5
R00611,3,Meridian,v2_12month,5.3,35-54,Male,South,Bachelor's or higher,Rural,1,1,0,4,5,1,2,5,1,2,3
R00612,9,Colwyn,v2_12month,8.1,18-34,Male,South,Bachelor's or higher,Urban,1,1,0,5,4,3,2,4,3,2,1
R00613,8,Colwyn,v2_12month,8.8,18-34,Female,West,Some college,Urban,1,0,0,5,1,3,4,1,2,4,5
R00614,2,Meridian,v1_3month,8.9,35-54,Male,Northeast,Bachelor's or higher,Urban,1,1,1,5,4,2,1,1,5,3,2
R00615,6,Colwyn,v2_12month,6.7,18-34,Male,Midwest,Bachelor's or higher,Suburban,0,0,0,4,1,2,3,4,5,1,2
R00616,2,Meridian,v1_3month,8.2,35-54,Male,South,High school or less,Urban,0,0,0,5,4,3,2,1,5,4,3
R00617,8,Colwyn,v2_12month,8.7,18-34,Male,West,High school or less,Suburban,0,0,0,4,5,2,3,3,4,1,2
R00618,6,Colwyn,v2_12month,6.3,18-34,Male,West,Bachelor's or higher,Rural,1,1,1,2,1,4,3,1,5,3,2
R00619,4,Colwyn,v2_12month,9.6,18-34,Male,West,High school or less,Urban,0,0,0,5,1,2,3,1,2,3,4
R00620,7,Colwyn,v2_12month,9.7,18-34,Male,South,High school or less,Suburban,0,0,0,2,3,4,5,3,4,5,1
R00621,6,Colwyn,v2_12month,7.1,55-64,Female,West,Bachelor's or higher,Urban,1,0,0,1,5,3,2,5,4,2,1
R00622,6,Colwyn,v2_12month,7.0,35-54,Female,South,High school or less,Suburban,1,1,1,1,2,4,5,2,3,5,1
R00623,9,Colwyn,v2_12month,8.0,35-54,Female,Northeast,High school or less,Suburban,1,1,0,4,3,2,1,3,2,1,5
R00624,4,Colwyn,v2_12month,6.6,35-54,Male,West,Some college,Rural,0,0,0,1,2,3,4,5,1,2,3
R00625,6,Colwyn,v2_12month,7.9,18-34,Female,West,Some college,Suburban,1,0,0,1,5,3,2,2,1,4,3
R00626,4,Colwyn,v2_12month,7.0,35-54,Female,South,Some college,Urban,1,0,0,2,3,5,1,1,2,4,5
R00627,2,Meridian,v1_3month,8.8,35-54,Female,South,Bachelor's or higher,Suburban,1,0,0,1,5,4,3,2,1,5,4
R00628,3,Meridian,v2_12month,9.5,35-54,Male,South,Bachelor's or higher,Suburban,1,1,0,4,5,1,2,5,1,2,3
R00629,6,Colwyn,v2_12month,5.8,18-34,Female,Midwest,Some college,Suburban,0,0,0,5,4,2,1,4,3,1,5
R00630,2,Meridian,v1_3month,8.3,18-34,Male,Midwest,High school or less,Urban,1,0,0,2,1,4,3,2,1,5,4
R00631,8,Colwyn,v2_12month,8.8,18-34,Female,West,Bachelor's or higher,Suburban,1,0,0,3,4,1,2,2,3,5,1
R00632,8,Colwyn,v2_12month,6.0,18-34,Female,South,High school or less,Suburban,0,0,0,2,1,4,3,3,2,5,4
R00633,5,Colwyn,v2_12month,8.5,18-34,Female,South,High school or less,Suburban,0,0,0,1,2,3,4,5,1,2,3
R00634,1,Meridian,v1_3month,8.4,55-64,Male,South,Bachelor's or higher,Urban,0,0,0,2,1,5,4,1,5,4,3
R00635,9,Colwyn,v2_12month,1.8,35-54,Male,South,Bachelor's or higher,Rural,1,0,0,1,2,4,5,2,3,5,1
R00636,9,Colwyn,v2_12month,8.7,18-34,Female,South,Some college,Urban,0,0,0,2,1,4,3,1,5,3,2
R00637,1,Meridian,v1_3month,5.9,35-54,Male,South,High school or less,Rural,0,0,0,2,3,4,5,3,4,5,1
R00638,4,Colwyn,v2_12month,6.5,35-54,Female,West,Bachelor's or higher,Urban,1,0,0,3,2,1,5,4,3,2,1
R00639,4,Colwyn,v2_12month,8.7,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,5,1,3,4,4,5,2,3
R00640,7,Colwyn,v2_12month,8.9,65+,Female,Northeast,Bachelor's or higher,Suburban,1,0,0,3,4,1,2,2,3,5,1
